content,score
"Banyak info yang dihadirkan menarik, mambantu perkuliahan Bagaimana cara singkronkan kelas akademik yang diikuti?",positive
Buruk,negative
edlink lelet saat di akses janco,negative
Lemot,positive
Kenapa ga bisa download materi dan susah login ya,negative
"LEMOT AMAT SIH APLIKASI, JARINGAN BAGUS KOK NGADAT APLIKASI NYA.",negative
"Saya memang sangat beruntung menggunakan aplikasi ini karena memudahkan saya untuk masuk akun sebagai mahasiswa dengan tujuan mengikuti proses belajar yang secara online. Hanya saja, mengapa akhir-akhir ini aplikasi edlink sangat Lola (Loding Lama) sampai-sampai gak bisa masuk lagi. Sungguh menyebalkan padahal kulon sudah mulai 🥴",negative
Terbaikkkk,positive
ini gimana sih susah amat ngumpulin tugas lewat hp habis upload berkas susah ngirim nya harus lewat pc atau komputer dulu gk jelas menyusahkan,negative
"Lambat, telat ngumpulin tugas gara gara server down",negative
Aplikasi tolol ngebug mulu Maintenance mulu bisa apa sih,negative
Ngelag banget ga jelas,negative
"Kenapa cuma bisa upload gambar dan dokumen saja, saya mau upload video tapi tidak ada pilihan untuk kirim video",negative
"Bagai mana cara menggunakan aplikasi in untuk seorang admin / sekolah sehingga bisa menambahkan guru, siswa dan kelas ? File yang diupload tidak support. Apakah nilai dari quiz yang dbuat bisa deksport k excel ?",negative
kenapa gk bisa download aplikasi Edlink.. hanya yg keluar di layar bertulisan adalah terjadi kesalahan dalam pengambilan data. mqn karna dan mungkin sebab apa y,negative
Knapa saya kasih bintang satu. Karena nilainya tidak memuaskan eror Mulu aplikasinya saya udh bener semua tapi tetep nilainya 0,negative
"Kadang error , tapi lumayan tingkatkan",positive
Sangat membantu saya dalam perkuliahan. Serta memperoleh informasi yang bermanfaat,positive
"Gak ngerti lagi sih nih aplikasi gimana. Server sering down, lemott buat login pdhal signal mendukung, loading aja terus, sering error juga apalagi kalau soal ujian disertai gambar. Ya semoga kedepannya bisa lebih baik",negative
Hanya untuk mahasiswa,negative
"Mudah dalam belajar online , praktis dan efisien dakam berkomunikasi .....thank you very much edlink",positive
Keren banget aplikasi ini bisa membuat kita mudah daalm pembelajaran online dengn dosen ... Edlink jaya,positive
"Tolong update lagi dan perbaiki bug ketika sedang mengakses edlink via website , ketika kami mengetik , secara bersaman di forum kelas , saya sangat terganggu dengan fitur notice writing nya , itu akan menggangu dan memperlambat waktu ketika kita mengetik",negative
Aplikasi edlink sangat berguna / bermanfaat sekali dalam perkuliahan atau pengumpulan tugas,positive
Ini sangat memudahkan dalam proses pembelajaran dan diskusi..,positive
"Alhamdulillah aplikasi edlink ini sangat membantu proses pembelajaran via daring, sehingga tidak ketinggalan materi pembelajaran. Terimakasih Edlink atas dedikasinya 🙏",positive
Lebih mudah di gunakan untuk perkuliahan apalagi ini daring jadi semua tugas d edlink pokok nya ada nya edlink semua tugas kuliah berjalan dengan baik,positive
"Ya, aplikasi ini layak dicoba karena sangat membantu kami dalam melaksanakan perkuliahan pada situasi sekarang, yaitu situasi pandemi corona virus (covid-19). dimana dalam situasi sekarang kita dituntut untuk di rumah saja, bekerja dari rumah sdan belajar dari rumah. Oleh karena itu, aplikasi ini sangat membantu kami sebagai mahasiswa dalam melaksanakan perkuliahan. Terimakasih.",negative
"Maaf kasih bintang 1 aja, sebelum ada perbaikan. Karena setiap upload tugas nunggu nya bermenit"" bahkan keseringan gagal. Kalo bukan karena tugas kuliah. Kagak mau ngedownload.",negative
"Terima kasih apl edlink. dengan adanya aplikasi ini, saya dan teman-teman serta dosen merasa lebih terbantu, segala sesuatu nya dapat di terap kan di aplikasi ini demi keberlangsungan pembelajaran.🙏",positive
Sangat Berguna banget dong y Edlink di tengah tengah wabah corona 💕 terimakasih sudah hadir,positive
Lemot bngt susah akses masuknya,negative
"Ada baiknya kalo untuk ujian, setelah konfirmasi bisa diedit. Karena serba salah, dikonfirmasi, tapi takut masih belum fix. Engga dikonfirmasi, takut kepepet waktu.",negative
Apkl edlink sangat berguna bagi mahasiswa dan mahasiswi . Apalagi dengan kondisi sekarang kita sedang menghadapi .bencana yang .luar biasa.Maka dari itu kita. Harus stay di rmah aja ya .hal tersebut dapt membantu tenaga medis dan pemerintah.namun hal tersebut tdk membatasi kta untuk terus belajar .dengan adanya .apkl edlink ini kita. Bisa melakukan perkuliahan seperti biasa meskipun kita tdk.bisa berhadap muka .secara langsung namun proses ngajar mengajar tetap kami lakukan dgn edlink lebih muda,positive
Membatu,positive
Kelas grup suka keluar sendiri,negative
"Yaaah, good lah sebagai aplikasi penunjang kuliah online saat pandemi covid-19 saat ini. Walaupun ada beberapa kekurangannya tapi mantap lah",positive
Edlink ini sangat membantu saya saat belajar di rumah,positive
Ok,positive
Aplikasi terkeren untuk ngampus😉,positive
"Aplikasi edukasi edlink ini cukup bagus, mempermudah mahasiswa jika mendapat tugas dari dosen, aplikasinya cukup lengkap juga bisa mengirim lampiran memudahkan mengunggah juga bagus pokoknya mantappu djiwa",positive
Aplikasi sangat berguna bagi mahasiswa jadi tahu informasi setiap saat dan setiap waktu.... 👍👍👍👍,positive
"sangat membantuu👍 semoga terus berkembang, semangaat tim🤗",positive
"Edlink sangat berguna banget untuk perkuliahan. Apalagi sekarang harus #stayathome jadi bisa sangat sangat membantu mahasiswa dan dosen dalam melakukan interaksi secara online dalam penyampaian materi kuliah. Sistem nya juga bagus, seperti mempermudah dosen dalam meng-absen mahasiswa yang sudah login dan membuka materinya, keliatan siapa yang ngumpul tugas pertama sampai yang terakhir, bisa liat nilai kita gimana secara detailnya berapa. Sistem nya terperinci deh pokoknya, jadi gampang aksesnya.",positive
Jelek bettt,negative
"Aplikasi EdLink sangat membantu dalam situasi perkuliahan daring selama pandemi Covid19. Harapannya semoga aplikasi ini terus ditingkatkan fitur-fiturnya sehingga mampu menjawabi kebutuhan proses pendidikan secara komprehensif. Terimakasih, EdLink keren !",positive
Luar biasa 👍👍👍👍👍 .,positive
Aplikasih kenapa yaaa? Kok susah di download ..bikin susah saja,positive
"Tingkatkan terus min, sangat membantu dalam perkuliahan, aplikasi nda ribet mudah di mengerti, dan sangat cocok bagi yang masih awam , sangat suka",positive
"Aplikasi Edlink sangat bermanfaat bagi semua peserta didik. Contohnya saja mengenai informasi Perguruan Tinggi yang memberikan beasiswa. Jadi adik-adik SMA yang akan tamat tahun ini, jangan pusing-pusing lagi untuk mencari Perguruan Tinggi mana yang memberika beasiswa, instal saja aplikasi edlink dan di sana akan ada petunjuk untuk adik-adik 😉. Bukan hanya itu saja, melalui aplikasi edlink ini juga kita bisa mengikuti KULON dengan para dosen lho. Seru banget lho",positive
Edlink sangat berguna bagi perkuliahan saya.,positive
"Edlink sangat membatu sekali dalam kuliah online, aplikasinya mudah diakses kapanpun terimakasih edlink",positive
"Maaf ya saya kasih bintang 3 dulu Nanti saya kasih bintang 5 deh kalau ada prubahan yg lebih bagus. Soalnya saya sudah 4 kali tidak mengumpulkan tugas karena aplikasinya suka keluar sendiri atau eror. Semoga mangkin membaik ""min",negative
App ini tdk bisa utk pc ya? Saya download utk pc sama sekali tdk bisa,negative
Bisa lanjut belajarnya meski terhalang covid_19,positive
"ketika kebijakan kampus meliburkan mahasiswa karena pandemi corona, bingung mencari solusi untuk belajar online bersama di rumah,? Kini edlink menjadi solusinya, apk ini sangat membantu bagi dosen dan juga mahasiswa untuk berinteraksi kembali dan berdiskusi. Semoga edlink terus mensupport dalam kegiatan belajar bagi kami para mahasiswa yang tidak bisa beljar tatap muka karena adanya pandemi corona. Succes for edlink.",positive
"Edlink sangat inovatif, mambantu dan mempermudah perkuliahan mahasiswa terutama dalam sistem pembelajaran e-learning",positive
Trimakasih berkat adanya edlink saangat membantu perkuliahaan saya selama dirumah aja,positive
"Edlink sangat berguna, Khususnya bagi saya sebagai mahasiswa apalagi sekarang lagi musim-musimnya kuliah online uuuh pokonya edlink sangat berguna👍👍👍",positive
"Dengan adanya aplikasi Edlink ini,semua pelajar,mulaui dari tingkat SD sampai perguruan tinggi sangat terbantu dan berterima kasih,semoga Edlink makin meningkat dalam pelayanan maupun fitur-fitur nya, aamiin",positive
Edlink sangat membantu dalam perkuliahan... Seolah tak ada jarak yang memisahkan & bisa mengambil posisi paling PW saat mengikuti kelas😁😁😍😍,positive
"Edlink sangat membantu banget bagi perkuliahan, utamanya saat ada tugas dari dosen, gampang cara ngumpulin tugasnya",positive
"Belajar tdk mengenal usia dan situasi, asal ada kemauan dan semangat semua jadi mudah",positive
"Alhamdulillah, dengan adanya EdLink ini perkuliahan daring menjadi lancar, karena di EdLink pembelajaran mata kuliah semakin mengasyikkan, bisa dapat pengalaman baru untuk perkuliahan online. Dengan berbagai macam metode, bisa melalui video, penugasan online, bahkan bisa mengunduh materi yang sudah di upload oleh dosen. Jadi, tidak ada alasan lagi untuk tidak mengikuti perkuliahan daring ini. Semoga, edLink semakin bermanfaat bagi semua orang, terutama bagi anak² di Indonesia.",positive
"Apps for study from home yg sangat mudah digunakan dan tidak menghabiskan kuota data yg banyak pastinya 😍 kuliah memang tidak mudah mau secara langsung ataupun via online. But it's not problem karena ada EdLink, karena tidak ada yg sempurna di dunia ini 🥰",positive
"Terimakasih untuk edlink yang dapat membantu saya untuk dapat menjalankan perkuliahan seperti biasa. Untuk edlink semoga untuk fitur "" nya dapat berkembang terus dan ada fitur "" baru lagi agar dapat memudahkan lagi . ☺️☺️☺️",positive
"Terima kasih SEVIMA EDLINK. ini sangat membantu loh dalam proses belajar kami, apalagi saat ini mahasiswa di disemntarakan untuk belajar di rumah akibat Wabah/peyakit dari Covid-19 yang semakin meningkat. SEVIMA EDLINK juga efektif untuk belajar tanpa perlu bertatap muka karna kini sudah tersedia Vidio conference.Dimana dosen bisa memberikan materi serta menjelaskan layaknya seperti belajar di kampus. Untuk SEVIMA EDLINK tetap berikan karya-kary terbaru dan menarik untuk kita ya. Makassih🤗😊",positive
☺️tingkatkn lg,positive
Edlink semangkin mantap,positive
"Daftar Problem: 1. Saat kirim lampiran foto pada kotak jawaban ketikan, foto malah tidak terbaca pada penerima 2. Kadang tidak dapat notifikasi saat dosen update materi",positive
"Edlink adalah Aplikasi pembelajaran online yang sangat memudahkan mahasiswa dan dosen saling terhubung dalam 1 genggaman android. Fitur nya lengkap. Dosen bisa upload materi, tugas (ada dedline nya), dpt membuat kuis online jg bisa menerangkan materi ke mahasiswa melalui Edlink yang sudah terhubung ke Zoom. Mahasiswa pun bisa lebih fleksibel dalam perkuliahan. Ada absensi, lihat nilai, upload tugas,profil. Era revolusi industri 4,0. Edlink pilihan tepat. Masalahnya saat terjadi gangguan server.",positive
"5 bintang buat aplikasi ini, sgt mmudahkan kgiatan belajar mengajar, lwt apk ini dosen & mahasiswa bs berinteraksi scr online. Aplikasi ini simple digunakan mudahx akses tgs, file lampiran, serta kolom komentar beri jawaban.. Sebenarnya edlink ini sangat memperlihatkan bhw cara belajar pd zaman skrg tdk hnya dgn mndegarkan guru depan kelas namun kita bisa memanfaatkan apk ink untuk media pembelajaran langsung, bs saling komunikasi. Mengenai apk ini yaitu kadang tdk dpt diakses terhubung",positive
Saya berterima kasih kepada sevima edlink karena edlink membantu ku di universitas dalam keadaan sekarang sangat membantu membuat tugas terima kasih edlink,positive
Baik utk memfasilitasi kuliah online,positive
"Giveaway_agus Bastomi_sebenarnya ini aplikasi ya lumayan bagus,,cukup membantu bagi mahasiswa,,namun masih perlu adanya notifikasi di setiap jadwal kuliah dan tugas kuliah,,misalnya 1 jam sebelum kuliah dimulai dan waktu tugas dikumpul",positive
"EdlinkGiveaway_Hidayatullah_Pertama-tama saya berterima kasih kepada aplikasi Edlink, karna berkat aplikasi ini proses belajar mengajar di kampus saya masih berjalan dengan lancar dan aplikasi ini juga dapat mengatasi penyebaran virus covid-19, khususnya di tempat sekolah dan kampus/universitas. Semoga aplikasi ini tetap maju kedepannya dan sukses selalu...",positive
"""Aku tanpa mu akan sia sia"" semangat Edlink",positive
"Zaman sekarang proses belajar mengajar Online yang simple dan Efektif cuma di Edlink mudah diakses kapanpun dan dimanapun, Banyak informasi yang bisa didapatkan di edlink dan yang jelas Up to Date !",positive
"EdlinkGiveaway_FiktorSembiringPandiya_dibikin happy aja bray,edlink buat lu mempermudah belajar, dan terima notifikasi, saat lu lagi #dirumahaja",positive
"Aplikasi Edlink ini sangat membantu dalam proses belajar jarak jauh saya dikarenakan kita dapat belajar dimanapun, selain itu aplikasi Edlink juga mudah pengoperasian nya sehingga murid dapat mudah untuk memahami materi pembelajaran dan membuat proses pembelajaran lebih efektif",positive
edlink terbaik . karena bisa memantau segala pelajaran di berbagai tempat dan memantau nilai supaya bisa memperbaiki atau mempertahankan nilai menjadi yg terbaik dari yg terbaik,positive
#edlinkGiveaway_Muhajirah aplikasinya Sangat menarik dan mudah untuk di pahami memudahkan kami mahasiswa untuk tetap menjalankan dan mengerjakan tugas dengan baik dalam situasi social distancing ini terimakasih,positive
Mudah-mudahan EdLink bisa menjadi aplikasi khusus untuk mahasiswa dan dapat kuota gratis dari EdLink.,positive
Loading teruuuuus ga kebuka buka,negative
Terima kasih edlink tolo* Karena aplikasi ini Tugas saya tidak terkumpul,negative
Bagus tapi kok tidak bisa di download?,positive
kurang efektif masa saya sudah daftar di suruh daftar lagi kalau mau login sering eror,negative
Aplikasinya sering lemot dan eror... Membuat kepala mahasiswa jd pusing dengan aplikasi ini,negative
"FC mulu di perangkatku, gak bisa masuk!",negative
Perbaiki lagi seperti fb,negative
"Tlg dicamkan dan dibaca baik"", upload file lama, sering ngebug. Tolong segera dibenerin. Ni apk penting buat mahasiswa, jadi tlg segera difix masalahnya. Jgn cuman dibaca doang.",negative
"Tolong difix, dan tolong dibaca dan dicamkan baik"". Apk sering ngebug, merugikan mahasiswa, upload file lama banget. Tolong dibenerin yg bener supaya ngga merugikan banyak orang, ni aplikasi ptg buat mahasiswa tlg di fix yg bener.",negative
Bgus,positive
Kenapa yah melampirkan file format dokumen di kolom jawaban tidak bisa,negative
"Terkadang masih sering eror saat mengerjakan ujian, terimakasih",negative
Kenapa tidak bisa mengirimkan file atau dokumen dalam pengerjaan tugas nya. Saya sudah cari alternatif tapi tetap tidak bisa,negative
Ini aplikasi mesti di perbaiki sering banget server error,negative
"Mohon maaf jika,saya memberi Bintang 3 untul saat ini,saya ingin bertanya min kapan fitur upload file nya Diperbaiki???saat ini saya sangat perlu untuk mengupload file tetapi dikatakan saat ini fitur upload file dinonaktitkan,tolong segera Diperbaiki min,soalnya tugas saya sudah deadline untuk besok",negative
Aplikasi Error👎,negative
"Aplikasi kontol, dikit dikit update",negative
Ngelag,negative
Mumudahkan untuk belajar online,positive
Bagusss,positive
So good is aplikasi for study,positive
Kok bentar2 updet .terus abis di update malah ga bisa tersambung ke server,negative
tidak konsisten waktu penampilan news,negative
Kenapa saya tidak bisa terhubung ke server?,negative
"Kak kenapa saya tidak bisa masuk ke aplikasi nya, ?",negative
Tolong perbaiki server saya tidak bisa buka edlink,negative
Sangat bagus dan membantu,positive
Tolong diperbaiki. Kenapa malah gag bisa masuk. Pas masuk muncul kata2 tidak dapat menghubungkan ke server.,negative
Bagus,positive
"Sangat membantu, mksh",positive
Tidak dapat unduh,negative
Ok,positive
Servernya sering down... Sebaiknya diperbaiki dulu.. bukan karena kendala signal dan handphone yang kurang bagus😖😖,negative
Terima kasih sangat membantu,positive
Mantabbbb.,positive
Force close terus,negative
Sangat membantu banget...,positive
Susah didownload,negative
Susah upload tugas,negative
Bagus sekali tapi kenapa tiba-tiba edlink nya berhenti,positive
Feeling good,negative
Error mulu... Gak guna,negative
Belajar makin tambah asyik m jga mkin hemat waktu....belajar bsa dlakukan dmaja aja....ma ksih.....,positive
cukup bagus,negative
Sangat membantu,positive
Terbaik,positive
"Siswa tidak bisa kirim jawaban, tulisan ""Aplikasi terus berhenti""",negative
Tolong munculkan notif aplikasi apabila pengajar menambahkan quiz atau materi baru,positive
Semoga bisa lebih baik lagi appnya Skrg udh bisa pakai video dan kuis,positive
App jelek server sering down,negative
Kok aplikasinya eror ya,positive
Bagus,positive
Sangat membantu,positive
Parah jawab uts pilihan ganda pas milih jawaban malah bug gk bisa di pencet trus malah kembali ke beranda,negative
"Edlink keren, sangat terbantu dalam belajar online dengan dosen, mudah dan sangat praktiss. Semoga tetap dikembangkan",positive
Suka eror server nih kamperet....,negative
"Sangat buruk, sering banget sistem gagal, ngerugiin saat ngumpulin tugas jadi telat nilai jelek, padahal udah pindah koneksi, pindah 2 laptop 3 hp tetep sama semua. Parahhhh not recomended",negative
Membantu untuk kegiatan perkuliahan di perguruan tinggi. Trims tim sevima.,positive
Siip,positive
Error terus,negative
Aplikasi nya sangat membantu mahasiswa,positive
"Masih banyak bug,tolong cepat di atas",positive
Broken.,negative
"Mohon maaf, kurang user friendly🙏🏻",negative
Dosennya ngasih tugas suka seenaknya padahal belum di jelasin,negative
Sangat membantu sy sebagai dosen dalam kuliah online krn darurat covid 19,positive
Setiap login terdapat tulisan edlink telah berhenti padahal udah pasang copot terus tetap seperti itu mohon diperbaiki,negative
Nice,positive
Kenapa aplikasi edlink susah dibuka padahal sudah menggunakan wifi. Tolong segera untuk ditindak lanjuti,negative
"sangat membantu sekali, user friendly",positive
good......sangat sngat membantu dan terintegrasi dengan siakad kampus,positive
Insyaallah baik,positive
Mantap saya suka,positive
Very good...ditingkatkan dalam menjawab pertanyaan di group2 sevima... Mungkin pada saat kita bertanya itu dalam situasi yang urgent... Walaupun belum mewakili jawaban Setidaknya sudah ada tanggapan dari tim sevima...terima kasih,positive
"Aplikasi blom optimal blum layak untuk publik, semoga lebih di improve lagi terimakasih",negative
"aplikasi pembelajaran ini sangat berguna, sebab bisa digunakan baik di hp android maupun web browser, membantu kami dalam meng aplikasikan kuliah daring, meskipun kampus kecil masih bisa ikuti perkembangan cara pembelajaran, berkat edlink 👼👼",positive
"Terima kasih ed-link sudah membantu proses belajar mengajar, sedikit saran kalau bisa tetap ada pertmuan kelas melalui video free nya (durasi dibatasi) hehehe",positive
"Bagusss bgt apk nyaa, kuliah jdi lebih mudah",positive
Semoga lebih baik..,positive
Semoga cukup membntu,positive
Bagus sekali,positive
sangat bermanfaat untuk dosen dan mahasiswa proses belajar mengajar dpt dilaksanakan dengan optimal.,positive
Aplikasi idiot sampah,negative
Aplikasi terkutuk!,negative
Mantap,positive
Kita coba dulu klo memuaskan kita tambahkan lagi bintangnya,negative
Kenapa akun saya tidak ada Vidconference ya?,negative
awaknya cukup menyulitkan dan perlu adaptasi,negative
BISA BUAT LAPTOP GK APK NYA ?,negative
Saya tidak bisa masuk edlink. Udah di upgrade padahal tapi pas masuk kok gk bisa ya? Udh di instal ulang ttp aja gk bisa masuk,negative
"sebaiknya pada kolum komentar,mahasiswa bisa membalas perkomentar, dengan adanya balasan perkomentar dapat mempermudah pada saat diskusi",negative
"Saya tidak bisa masuk padahal Akun Email saya aktif, tolong di bantu cara daftarnya bagaimana?",positive
Ga bisa kirim tugas kenapa yah,negative
Perbarui aja trus :/,positive
"Selamat sore admin, saya mau bertanya kenapa kita tidak bisa untuk melakukan video confrence, mohon bantuan nya Trima kasih",positive
Aplikasi ini setelah di update kalau mau di pakai jadi lemot,negative
Susah di atur,negative
Aplikasinya gak bisa dibuka,negative
👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,positive
kenapa gabisa masuk setiap mau masuk ada tulisan TIDAK DAPAT MENGHUBUNGKAN KE SERVER padahal HP saya versinya 5.1.1,negative
Mohon petunjut edlink sudah ter download tapi tidak bisa diinstal!!,negative
Server y lelet,negative
Astagaa kacau parah aplikasi ini.. menyusahkan sungguh.,negative
aplikasi bagus.. mana suara anak tuamang,positive
"Edlink nya eror, kagak bisa nyisipkan file. Uda di instal ulang tetep aja. Bikin ngenes! menyebalkan! Edlink payah!",negative
Aplikasi mudah di gunakan,negative
Kenapa tidak bisa dihubungkan ke kampus saya padahal udah di coba berkali kali tetep aja ga bisa,negative
Nice,positive
Saya sudah mencoba dftar tapi email verifikasi tidak ada masu ke email saya,negative
Kok gw susah ya mau upload tugas,negative
Perbaharui aplikasinya karena server sering down. Sangat tidak membuat nyaman,negative
Kenapa setiap mau kirim tugas suka ada kata kata (tidak tersambung ke server)?? Tolong di perbaiki sekarang kan semua nya lagi libur jadi bisa aja ngirim tugas pake ini!,negative
Bagus,positive
Terpaksa gue download😥😥,positive
"Dosen tdk bisa menambahkan mahasiswanya, Krn tidak semua mhs mengerti proses-proses yang dianggap menyulitkan. Akun mahasiswa juga tidak bisa menambahkan dosennya di kelas.",negative
Good,positive
😇,positive
"ketika ingin bergabung ke kelas dengan kode QR itu lama skali, lemot, pdhl sdh memakai WiFi. Hp saya jg termasuk hp jaman skrng yaitu pocophone f1",negative
Apakah bisa ganti universitas ketika salah masukin univ nya please respon??,positive
Good,positive
bagus,positive
Memudahkan,positive
Aplikasi sangat membantu,positive
"Saya memberi bintang 1, karna apsnya belum bisa terinstal dan selalu gagal,-",negative
Susah utk konfirmasi sehingga tdk bisa masuk,negative
ADA KAMU LIBURANKU TERGANGGU,negative
"Kelihatan ok, mau tanya bagaimana caranya supaya kampus bisa link ke dosen kemudian ke mahasiswa dengan aplikasi ini",positive
Apk nya kurang bagus karna hanya menampung 20 jawaban.,negative
Kode yg dikirimkan ke email lama,negative
Good aplikations,positive
Sya masi berikan bintang 1 karena blm juga bisa di buka aplikasinya. Mohon di jelaskan.,negative
Sangat membantu proses perkuliahan,positive
sangat bermanfaat,negative
Kenapa susah sskali untuk di download? Dari kemarin tulisannya menunggu didownload. Pdhl memori dan kuota masih ada,negative
Kasih bintang empat dulu,positive
"Sangat membantu,",positive
Sangat Membantu Sekali Dalam Pengajaran Kelas,positive
Tabssssss,positive
Aplikasinya sangat mendukung pembelajaran kami,positive
Update nya sering tdk bareng dengan device lain,positive
Mudah dibuka dan untuk diterapkan. Saran dibuat lebih mudah lagi dan tetap continous improvement.,positive
Mantap,positive
agak susah,negative
Sangat membantu dalam meningkatkan efektivitas kerja di kelas dan luar kelas.,positive
"Saran buat sevima, coba tambahkn menubcetak rekap BAP dan Presensi pada akun dosen",positive
Mudah dan membantu,positive
Mantap..,positive
Good app...,positive
Terlau sering update,negative
App yang bagus,positive
Gabisa login,negative
Baik Sekali,positive
"Lemot, tidak responsif. Sangat tidak merekomendasikan aplikasi ini",negative
Cek nilai hasil uts,positive
Ok,positive
Bagus sekali,positive
Waw,positive
Amazing,positive
Ok,positive
Aplikasi nya bagus dan memudahkan untuk pengecekan nilai,positive
Bagus dan bermanfaat,positive
Memuaskan,positive
Oke,positive
Pembaruan teruus,negative
Tolong dong kenapa tidak bisa update,positive
Banyak bug,negative
Suka pembaruan mulu,negative
Coba belajar dulu baru kasih bintang3,negative
Sangat membantu dalam tugas kuliah ... Jadi kita dapan mengerjakan tugas kuliah kapan pun dan dimanapun...thanks,positive
Good,positive
Terimakasih,positive
",😇",positive
"sangat sangat menyebalkan,,, mengrjakan tugas jdi terhambat tidak bisa copy pas dengan baik... perbaiki lagi deh klau bisa di update hrusnya bguss ini malah MAKIN BURUK...",negative
Update mulu,negative
"Saya tidak bisa log in, padahal sudah mendaftar. Selalu ada notif ""Sayangnya EdLink telah berhenti"". Apakah sistem hp saya memang tidak cocok untuk aplikasi ini? Mohon solusinya Terimakasih untuk solusinya, saya harap kedepannya semua bisa menggunakan aplikasi EdLink tanpa hambatan",positive
Baik,positive
Good,positive
Good,positive
Membantu sekali aplikasi nya,positive
Mantap sangat bermanfaat,positive
Sangat membantu,positive
👍👍,positive
Sudah sangatt memadai untuk pembelajaran dikelas yg saya kelola saat ini,positive
Good,positive
Mantaaaaapppppp👍👍👍,positive
Minta pembaharuan Mulu,negative
Baik,positive
Belum pham,positive
beri saya nilai,positive
Mantap,positive
Banyak kemudahan karena menggunakan EdLink,positive
Luar biasa,positive
Sangat membantu mahasiswa dan membuat mereka menjadi produktif,positive
Keren,positive
5 manwa,positive
Bagus baunaget..,positive
Good,positive
Sip bagus jos,positive
Sangat membantu,positive
Kenapa harus terua diperbarui,negative
"Maaf mau tanya kenapa tidak bisa masuk. Udah daftar (udah punya akun) cuma ga bisa masuk. Note:""tidak bisa masuk ke server"" Kenapa ya?",positive
mayan,negative
Kenapa nge update terus ? Mana susah lg,negative
mantap,positive
Gasuka,negative
Terbaik,positive
Kepo banget dah,negative
Okey,positive
Gooood ....,negative
Ketika tidak bisa masuk muncul notif edlink terhenti,negative
Bagus,positive
Bagus,positive
Tdk bisa pake pas mau daftar lngsng muncul notifikasi 'unfortunatelly edlink has stopped' gimna solusinya?,negative
kaga bisa login bray.,negative
Maantaab,negative
Mantap,positive
Daebak,positive
Mantap bajotz,positive
bagus,positive
Good,positive
Sangat mwmbantu,positive
Good,positive
Membantu mahasiswa lebih disiplin,positive
Good,positive
Cukup,positive
Ok,positive
Baik,positive
Sip,positive
👎👎,negative
Baik sekali,positive
Keren dah,positive
Mantap,positive
good,positive
Like it,positive
Keren,negative
ok,positive
Mantap,positive
Maaf tdk bisa buka sejak dikinfirmasi,negative
"Saya mencoba mendaftar, tapi kenapa tidak ada pilihan sebagai mahasiswa ataupun sebagai dosen? Dan apakah aplikasi ini bisa diimplememtasikan di Sekolah Menengah?",positive
👍,positive
Belum semua Universitas ada... Contoh Universitas Halu Oleo dan Universitas Sembilanbelas November Kolaka,negative
Bagus,positive
"Kecewa, kenapa gak bisa menyambungkan ke akun Siakad Universitas Baturaja? Padahal kalo login langsung dari web siakad bisa. Mohon secepatnya di perbaiki masalahnya. Terima kasih",negative
Bermanfaat,positive
Mantap,positive
Bgus,positive
Nice,positive
Bagus,positive
Memudahkan sekali,positive
Bagus,positive
sangat baik,positive
Bagus,positive
kenapa setiap nilai nya di perbarui app nya juga minta di perbarui?,negative
"Aplikasi yg luar biasa, sudah terintegrasi dengan sistem informasi sevima gofeeder / gofeeder cloud. up to date dalam update, selalu sesuai kebutuhan perguruan tinggi.. Fiturnya makin hari makin nambah loh,, Yang paling di suka semua terintegrasi mulai dari penjadwalan, proses pembelajaran (absensi, nilai, materi kuliah, diskusi, dll) semua ada dalam 1 aplikasi.. keren banget pokoknya.. ayo aplikasi ini sangat baik digunakan di perguruan tinggi kamu",positive
masalahnya udah di fix dan sekarang udah bisa log in,positive
👌,positive
👍👍,negative
sangat membantu sekali,positive
"maaf mau tanya saya masuk ke akun edlink tapi tidak menghubungkan ke server, bagiamana cara solusi nya bisa masuk ke akun edlink",positive
Bagaimana cara menyambungkan paerguruan tinggi yang tidak ada di pencarian..terimakasih,positive
mantap,positive
"setelah kampus saya kerja sama dengan edlink, saya bisa cek informasi dari dosen kapanpun dan dimanapun. bangun tidur langsung ada notif dari dosen. senang deh hehe terimakasih edlink",positive
sangat bagus,negative
mantap. semoga makin maju,positive
ok,positive
"saya sudh daftar, dan tidak bisa juga dibuka padahal email sama pass sudh bner, katanya cek email dan pass tolong diperbaiki",negative
sudah berapa kali coba daftar tp tetap tdk bisa,positive
kenapa yah setiap coba login selalu muncul email tidak valid.. padahal sudah benar email dan sandi nya..,negative
lebih simple bagus,positive
"mau daftar aja susah,, udh verifikasi pas mau masuk malah gak bisa, daftar balik kok bilang nya email udh ke pakai, gimna sih ni aplikasi,,",negative
"3 email sudah saya coba, tapi tetap tidak bisa dan pemberitahuannya email tidak valid, padahal email saya semuanya aktif",negative
good,positive
"ini kenapa yah setiap saya cek khs indeks prestasi semester saya turun terus yg awalnya 3, sekian jadi 2, sekian mohon kejelasannya",positive
baik,positive
mantap,positive
sulit di bagian regist,negative
keren,positive
baik,positive
"baru mau coba, smg bermanfaat",negative
gara gara aplikasi ini gua ga bisa tipsen kampreettt😂😂😂,positive
mantap. terus sempurna kan Edlink.,positive
